region,country,country.code,rank.intercept,rank.slope,gini,cluster,number.kids,cluster.2
6800,United States,1,30.91300246,0.340389997,47.65399992,4,19813,2
6900,United States,1,31.6199986,0.304349989,54.06399965,3,18433,2
7000,United States,1,34.78399974,0.266719997,63.21799755,2,108435,2
7100,United States,1,31.41399992,0.303290009,61.04099751,3,40539,2
7200,United States,1,31.97899923,0.301160008,57.44299889,3,15243,2
7300,United States,1,31.73600218,0.307209998,46.93099856,3,18277,2
7400,United States,1,30.95999807,0.326160014,52.43899822,4,53941,2
7500,United States,1,31.46400008,0.30836001,46.48900032,4,16478,2
7600,United States,1,28.49600142,0.361440003,47.676,4,43299,2
7700,United States,1,29.39400074,0.373919994,41.47000015,4,5557,2
7800,United States,1,30.72500065,0.329019994,48.6710012,4,10709,2
7900,United States,1,29.41600201,0.365850002,50.97699761,4,10384,2
8000,United States,1,26.56500024,0.392679989,44.40099895,4,8987,2
8100,United States,1,25.97500169,0.398790002,51.20599866,4,26624,2
8201,United States,1,25.13299814,0.394950002,43.75500083,4,3251,2
8202,United States,1,29.09700015,0.343600005,54.39599752,4,21271,2
8300,United States,1,27.5620029,0.380789995,47.98400104,4,31074,2
8401,United States,1,26.71499971,0.379759997,48.72100055,4,21868,2
8402,United States,1,24.28999835,0.416299999,49.11899865,4,1504,2
8501,United States,1,26.2750009,0.420020014,47.79900014,4,1207,2
8502,United States,1,24.32900098,0.437339991,49.59500134,4,2048,2
8503,United States,1,25.75199813,0.414799988,51.11899972,4,9271,2
8601,United States,1,27.915001,0.387519985,46.06199861,4,4675,2
8602,United States,1,28.10199994,0.323159993,53.50099802,4,3375,2
8701,United States,1,28.57000098,0.338539988,37.82599866,4,4748,2
8702,United States,1,26.09799919,0.402969986,49.20499921,4,3952,2
8800,United States,1,27.25700212,0.353049994,55.30499816,4,15189,2
8900,United States,1,25.84500179,0.384380013,50.05300045,4,15461,2
9001,United States,1,27.79499847,0.419120014,48.29300046,4,4268,2
9002,United States,1,23.45599964,0.387320012,44.23500001,4,3058,2
9003,United States,1,23.9109987,0.44058001,52.9309988,4,3178,2
9100,United States,1,26.82100037,0.365889996,56.78700209,3,98341,2
9200,United States,1,26.53900036,0.384539992,44.45599914,4,5217,2
9301,United States,1,26.07600197,0.376819998,50.45300126,4,6172,2
9302,United States,1,28.55299923,0.380589992,41.01699889,4,3216,2
9400,United States,1,31.16699895,0.335209996,46.84199989,4,8566,2
9500,United States,1,27.395998,0.422060013,42.14999974,4,5584,2
9600,United States,1,28.27300149,0.37312001,45.75800002,4,18078,2
9701,United States,1,25.94699764,0.371850014,49.91300106,4,12119,2
9702,United States,1,24.32500106,0.408580005,51.88999772,4,2362,2
9800,United States,1,26.01099965,0.389560014,52.61999965,4,4611,2
9900,United States,1,28.65000236,0.368950009,49.96899962,4,14988,2
10000,United States,1,30.82099739,0.334560007,46.65600061,4,6274,2
10101,United States,1,27.57099816,0.395509988,51.60499811,4,1860,2
10102,United States,1,26.30099994,0.399789989,57.14100003,4,2888,2
10200,United States,1,25.11399877,0.376659989,53.62300277,4,7924,2
10301,United States,1,24.22299826,0.439689994,52.42000222,4,2633,2
10302,United States,1,28.83700147,0.407240003,49.75399971,4,8993,2
10400,United States,1,26.14100105,0.446500003,47.69000113,4,6696,2
10501,United States,1,24.8340013,0.447510004,53.57999802,4,4194,2
10502,United States,1,25.58799824,0.448110014,48.62799942,4,4071,2
10600,United States,1,32.46900201,0.379029989,41.86699986,4,6330,2
10700,United States,1,27.7840001,0.391979992,56.32299781,3,38677,2
10801,United States,1,26.41699749,0.41753,55.9499979,4,10534,2
10802,United States,1,27.6489985,0.390969992,52.18600035,4,2834,2
10900,United States,1,31.3669998,0.33476001,47.09300101,4,22465,2
11001,United States,1,28.31800064,0.388060004,53.11400294,4,24689,2
11002,United States,1,29.36499909,0.392569989,49.28599894,4,3236,2
11101,United States,1,25.01899761,0.432889998,55.36999702,4,15241,2
11102,United States,1,31.762999,0.418850005,52.71900296,4,3199,2
11201,United States,1,35.93899789,0.323680013,44.25899982,2,6948,2
11202,United States,1,37.67399982,0.275130004,39.95499909,2,1934,2
11203,United States,1,35.47499919,0.326359987,44.09199953,2,3172,2
11301,United States,1,33.35600024,0.340460002,30.9890002,3,9209,2
11302,United States,1,28.52100307,0.412429988,48.93699884,3,85143,2
11303,United States,1,30.24300218,0.375530005,43.95299852,4,1935,2
11304,United States,1,34.9919987,0.329560012,45.57400048,3,143170,2
11401,United States,1,37.83900005,0.291999996,33.74899924,2,5035,2
11402,United States,1,37.91100153,0.334690005,30.51399887,2,5044,2
11403,United States,1,35.12400019,0.280990005,38.05600107,2,2048,2
11500,United States,1,31.94100037,0.329820007,34.9909991,3,12082,2
11600,United States,1,28.37300113,0.358339995,44.25100088,3,189275,2
11700,United States,1,30.75099936,0.350169986,35.94500124,3,17160,2
11800,United States,1,32.73200232,0.364160001,37.49299943,4,4873,2
11900,United States,1,32.18999937,0.348690003,39.80199993,3,21882,2
12001,United States,1,33.21099997,0.333220005,37.0840013,4,4991,2
12002,United States,1,33.23700091,0.360049993,37.14100122,4,2099,2
12100,United States,1,28.34500042,0.385470003,41.2349999,3,19114,2
12200,United States,1,30.6810008,0.377700001,38.06000054,3,52268,2
12301,United States,1,34.04199964,0.305000007,41.62899852,3,5876,2
12302,United States,1,34.9289996,0.287339985,48.822999,3,3196,2
12401,United States,1,33.3510029,0.345479995,36.28099859,4,3411,2
12402,United States,1,34.58100033,0.297039986,43.2889998,2,4114,2
12501,United States,1,28.34399885,0.396730006,38.73699903,4,46426,2
12502,United States,1,29.20100051,0.378729999,33.01100135,4,4653,2
12600,United States,1,27.86799866,0.37786001,38.94099891,4,4226,2
12701,United States,1,27.12400106,0.429269999,45.24900019,3,76510,2
12702,United States,1,31.44200188,0.345910013,42.18899906,4,2074,2
12800,United States,1,34.77799919,0.347279996,31.23100102,3,5764,2
12901,United States,1,27.45099893,0.379839987,48.49199951,4,17359,2
12902,United States,1,29.55400082,0.376920015,45.75099945,4,1380,2
12903,United States,1,30.74900046,0.356139988,39.18499947,4,3129,2
13000,United States,1,34.16000077,0.328110009,35.07100046,2,7342,2
13101,United States,1,28.19099963,0.387380004,47.08499908,3,40846,2
13102,United States,1,30.57200143,0.40922001,35.54799855,4,1951,2
13103,United States,1,34.96199977,0.366129994,39.45899904,4,2820,2
13200,United States,1,34.36199942,0.359310001,38.72300088,4,7188,2
13300,United States,1,35.31999913,0.348080009,30.16700149,4,10154,2
13400,United States,1,35.12399989,0.381550014,31.56099916,4,12109,2
13501,United States,1,30.18399882,0.368149996,38.62099946,3,33534,2
13502,United States,1,35.48100141,0.328850001,31.48199916,3,4495,2
13600,United States,1,29.54099911,0.387430012,42.33700037,4,26414,2
13700,United States,1,34.0669992,0.323909998,39.52899873,3,15169,2
13800,United States,1,34.4539997,0.336860001,36.41700149,3,5655,2
13900,United States,1,32.35700259,0.323449999,33.69500041,3,7758,2
14000,United States,1,28.42899787,0.380890012,38.38,4,15423,2
14100,United States,1,31.03300133,0.381080002,38.1159991,3,22891,2
14200,United States,1,27.28500241,0.397599995,45.85599899,3,55739,2
14300,United States,1,29.98400077,0.388229996,38.08000088,4,6216,2
14400,United States,1,33.3390004,0.356530011,36.71300113,4,9840,2
14500,United States,1,34.59500071,0.338640004,34.94499922,3,12710,2
14600,United States,1,32.4809995,0.35025999,39.38699961,3,9458,2
14700,United States,1,33.64999777,0.398209989,40.15800059,3,15530,2
14801,United States,1,38.87699991,0.337830007,34.30500031,2,2241,2
14802,United States,1,35.35399923,0.387540013,37.91800141,4,2210,2
14900,United States,1,31.73999974,0.358310014,36.89399958,3,29274,2
15000,United States,1,32.31500205,0.377689987,38.11300099,4,27950,2
15100,United States,1,30.80900002,0.353219986,34.23300087,4,17780,2
15200,United States,1,28.07199934,0.405220002,46.30599916,3,98519,2
15300,United States,1,32.37900299,0.366540015,37.53400147,4,8136,2
15400,United States,1,31.0270004,0.407799989,35.20399928,4,8140,2
15500,United States,1,30.77800071,0.410369992,35.00800133,4,5087,2
15600,United States,1,36.97000122,0.337779999,40.29400051,2,7256,2
15700,United States,1,28.52400094,0.392430007,40.25700092,4,8664,2
15800,United States,1,32.22500223,0.327910006,39.4659996,4,5199,2
15900,United States,1,27.53599912,0.406120002,45.13199925,3,57755,2
16000,United States,1,30.77700216,0.386110008,33.47499967,4,12816,2
16100,United States,1,40.07700267,0.297690004,37.28300035,2,9841,1
16200,United States,1,38.32299992,0.352340013,37.06099987,2,15478,2
16300,United States,1,36.21799949,0.358689994,45.02600133,3,87830,2
16400,United States,1,31.65200052,0.387890011,38.65799904,4,30784,2
16500,United States,1,34.82599968,0.355300009,39.16299939,4,25753,2
16600,United States,1,30.16600087,0.378710002,42.37500131,4,14354,2
16701,United States,1,36.01799947,0.353089988,39.05499876,2,2125,2
16702,United States,1,35.00400022,0.358700007,42.40800142,4,8969,2
16703,United States,1,38.67699951,0.315609992,40.36000073,2,1544,2
16801,United States,1,34.80699897,0.345319986,44.5870012,4,6451,2
16802,United States,1,37.28799993,0.368200004,45.14999986,2,2067,2
16901,United States,1,34.19500053,0.325760007,47.36700058,3,13026,2
16902,United States,1,38.55600187,0.339859992,35.60900092,2,860,2
17000,United States,1,35.26799896,0.318129987,47.37899899,2,7721,2
17100,United States,1,30.89400068,0.355280012,46.68299854,4,12489,2
17200,United States,1,36.21099719,0.316610008,40.93500078,2,5727,2
17300,United States,1,32.97700101,0.355560005,36.75299883,4,6592,2
17400,United States,1,33.91399866,0.358539999,35.05400121,4,14115,2
17501,United States,1,34.93199757,0.351500005,42.45199859,2,5537,2
17502,United States,1,32.80900016,0.353870004,40.22400081,3,4243,2
17600,United States,1,30.22100002,0.360469997,48.88600111,3,8494,2
17700,United States,1,33.26499918,0.363079995,40.87800086,3,40648,2
17800,United States,1,36.537,0.323949993,37.41100132,2,6070,2
17900,United States,1,35.54699931,0.327320009,39.0320003,3,11091,2
18000,United States,1,32.75799912,0.368470013,39.64799941,3,86307,2
18100,United States,1,36.08799961,0.324449986,41.64099991,2,12758,2
18201,United States,1,36.48500082,0.343730003,37.044999,2,7961,2
18202,United States,1,40.59999752,0.303009987,29.89200056,2,1703,1
18300,United States,1,36.42899936,0.331070006,35.32699943,2,9789,2
18400,United States,1,35.49600083,0.324129999,35.89999974,2,6204,2
18500,United States,1,35.3590025,0.322100013,36.88800037,2,4369,2
18600,United States,1,34.20400169,0.357820004,40.7099992,3,35831,2
18700,United States,1,40.00099882,0.317129999,35.89699864,2,6810,2
18800,United States,1,38.01600137,0.314539999,41.19000137,2,29528,2
18900,United States,1,38.96200186,0.325540006,38.16899955,2,8521,2
19000,United States,1,35.86399692,0.359149992,40.15499949,3,21846,2
19100,United States,1,36.81499776,0.348549992,37.16700077,3,39609,2
19200,United States,1,34.95200092,0.35977,36.98599935,3,37486,2
19300,United States,1,34.30100074,0.32999,38.96099925,3,30004,2
19400,United States,1,35.50600258,0.32999,68.39699745,3,307294,2
19500,United States,1,37.13299835,0.32328999,40.68099856,3,36294,2
19600,United States,1,35.31099898,0.350120008,51.75200105,3,170566,2
19700,United States,1,31.00799951,0.393489987,49.12,3,193183,2
19800,United States,1,27.93199837,0.391589999,42.72699952,3,20410,2
19901,United States,1,28.94799927,0.389770001,44.87800002,4,15216,2
19902,United States,1,29.848001,0.401690006,48.02899957,4,5332,2
19903,United States,1,28.07399863,0.415870011,47.72599936,4,1808,2
20001,United States,1,34.18500015,0.3037,39.69599903,2,10855,2
20002,United States,1,31.18199867,0.310339987,37.74900138,4,1404,2
20003,United States,1,34.93700129,0.34799999,36.76199913,4,3025,2
20100,United States,1,35.46699896,0.293639988,43.94499958,3,25562,2
20200,United States,1,36.10300264,0.308180004,40.48599899,3,11546,2
20301,United States,1,37.49200007,0.294050008,37.99200058,2,3908,2
20302,United States,1,37.64399859,0.264899999,40.4489994,3,10273,2
20401,United States,1,35.03699738,0.333270013,42.63199866,3,49803,2
20402,United States,1,,,36.39599979,,,
20403,United States,1,38.31700161,0.203319997,40.33100009,3,483,2
20500,United States,1,36.5530023,0.322290003,47.69800007,3,143898,2
20600,United States,1,36.84700298,0.295639992,38.02500069,3,43355,2
20700,United States,1,36.53399867,0.265940011,47.78499901,3,4654,2
20800,United States,1,32.33999875,0.366070002,41.33099914,3,22654,2
20901,United States,1,33.46399999,0.359369993,49.0350008,3,105261,2
20902,United States,1,34.8160015,0.307819992,43.67899895,3,6102,2
21001,United States,1,38.28399965,0.316700011,32.03499913,2,2092,2
21002,United States,1,39.44499916,0.289629996,37.61599958,2,1706,2
21003,United States,1,38.75900024,0.297699988,33.1580013,2,1188,2
21004,United States,1,38.05899838,0.307610005,40.3459996,2,2501,2
21101,United States,1,38.5710001,0.326189995,40.74200094,2,4129,2
21102,United States,1,40.11900142,0.271259993,31.0680002,2,2375,1
21201,United States,1,46.57200015,0.243070006,27.18699872,1,3225,1
21202,United States,1,49.36799961,0.272520006,28.47799957,1,1648,1
21301,United States,1,45.81900109,0.242290005,30.2639991,1,6666,1
21302,United States,1,41.3799994,0.286350012,28.00799906,2,4731,1
21400,United States,1,44.54300183,0.259259999,31.77799881,2,11537,1
21501,United States,1,35.70800108,0.338429987,37.49800026,3,104015,2
21502,United States,1,39.21200135,0.317259997,31.31799996,2,1770,1
21600,United States,1,37.71100101,0.319409996,39.56100047,2,5817,2
21701,United States,1,44.14800289,0.253879994,33.78599882,3,9754,1
21702,United States,1,41.62799963,0.299919993,28.21199894,2,2940,1
21801,United States,1,42.33700064,0.306199998,32.07400143,2,3267,1
21802,United States,1,50.58800153,0.238879994,30.34400046,1,3005,1
21900,United States,1,41.04900056,0.294809997,30.91500103,2,4463,1
22001,United States,1,40.48599932,0.337410003,34.80400145,2,9076,2
22002,United States,1,44.09500214,0.316170007,30.26199937,2,1323,1
22100,United States,1,39.69700059,0.293440014,36.82000041,3,6968,2
22200,United States,1,40.21900049,0.292059988,33.48700106,3,9438,2
22300,United States,1,42.29499972,0.27572,37.92000115,2,5766,1
22400,United States,1,39.37999871,0.311989993,29.06099856,3,7979,1
22500,United States,1,40.19000039,0.302379996,30.53500056,3,21915,1
22601,United States,1,39.51400095,0.309379995,36.40699983,3,11732,2
22602,United States,1,35.42200068,0.352539986,34.8360002,4,2526,2
22700,United States,1,42.27700028,0.2764,32.7850014,2,15598,1
22800,United States,1,42.22699925,0.271930009,33.78100097,2,12019,1
22900,United States,1,40.4109996,0.29095,36.83899939,2,8803,1
23000,United States,1,44.15700024,0.274370015,32.51999915,1,5235,1
23100,United States,1,36.59199959,0.316060007,38.13999891,3,19839,2
23200,United States,1,47.18799809,0.254579991,33.77299905,1,7279,1
23301,United States,1,34.89500108,0.358429998,35.21699905,2,3643,2
23302,United States,1,38.86500007,0.342209995,36.73099875,2,4493,2
23400,United States,1,35.51999775,0.345779985,33.85599852,3,7362,2
23500,United States,1,32.28400216,0.38876,40.15800059,3,13840,2
23600,United States,1,38.64199939,0.320499986,31.75100088,2,5834,2
23700,United States,1,35.66900066,0.339729995,40.19699991,3,5368,2
23801,United States,1,34.66300252,0.359400004,37.04299927,3,16156,2
23802,United States,1,40.43700057,0.316229999,30.6309998,2,3018,2
23900,United States,1,32.78299692,0.384160012,36.83399856,3,21590,2
24000,United States,1,31.56000122,0.356810004,35.11700034,3,22415,2
24100,United States,1,28.71499979,0.423900008,42.80399978,3,62870,2
24200,United States,1,33.06400013,0.379920006,35.5250001,4,5617,2
24300,United States,1,29.5870012,0.392820001,52.13900208,3,276393,2
24400,United States,1,32.75400192,0.348879993,34.33800042,3,24658,2
24500,United States,1,35.03000009,0.314880013,36.47300005,2,4260,2
24600,United States,1,32.70800135,0.373930007,38.42999935,4,5561,2
24701,United States,1,28.09300163,0.412950009,47.0690012,3,93509,2
24702,United States,1,37.02900276,0.315189987,34.93500054,2,1486,2
24801,United States,1,35.7239992,0.367760003,34.02400017,2,3467,2
24802,United States,1,31.63999993,0.384530008,42.8820014,3,10662,2
24900,United States,1,33.70600155,0.36274001,36.74300015,3,15436,2
25000,United States,1,36.62500188,0.356539994,36.36800051,2,6164,2
25101,United States,1,36.72899762,0.278539985,46.35899961,2,1980,2
25102,United States,1,36.24800268,0.309619993,41.15099907,2,3483,2
25103,United States,1,37.1939978,0.300870001,41.76999927,2,2815,2
25104,United States,1,37.53500053,0.288260013,40.44800103,2,1659,2
25105,United States,1,36.03599948,0.323170006,37.14100122,2,2421,2
25200,United States,1,34.34200054,0.349059999,38.13799918,4,6027,2
25300,United States,1,29.99399871,0.392690003,39.08199966,4,4204,2
25401,United States,1,31.55100185,0.381550014,48.66999984,3,5126,2
25402,United States,1,34.67699754,0.290300012,49.3930012,3,972,2
25500,United States,1,35.37699732,0.379280001,35.10800004,4,5934,2
25601,United States,1,33.23900047,0.380549997,39.68000114,4,9476,2
25602,United States,1,34.33100012,0.405919999,39.92899954,4,1465,2
25701,United States,1,31.53600281,0.395150006,45.3429997,4,7358,2
25702,United States,1,32.06999847,0.360229999,45.55000067,4,2781,2
25800,United States,1,27.14500237,0.427659988,44.81399953,4,4533,2
25900,United States,1,32.13999984,0.356900007,42.85599887,4,7231,2
26001,United States,1,49.03999892,0.185849994,41.06500149,1,1013,1
26002,United States,1,36.53100115,0.335359991,32.18199909,3,11651,2
26003,United States,1,,,33.55500102,,,
26004,United States,1,42.61599955,0.254280001,35.21899879,1,653,1
26101,United States,1,37.1600014,0.317510009,36.90499961,2,2374,2
26102,United States,1,34.5079979,0.409859985,35.18300056,4,2038,2
26103,United States,1,39.49800017,0.362560004,30.86600006,2,1017,2
26104,United States,1,36.63699991,0.35661,34.24499929,2,566,2
26105,United States,1,38.5639995,0.365240008,31.22999966,2,434,2
26106,United States,1,43.65100017,0.255899996,33.34200084,2,1187,1
26107,United States,1,40.96999928,0.249449998,43.32000017,2,1237,1
26201,United States,1,48.45899801,0.244149998,33.32299888,1,5260,1
26202,United States,1,,,20.17800063,,,
26203,United States,1,61.86199743,0.067510001,26.11699998,1,390,1
26204,United States,1,,,27.68299878,,,
26301,United States,1,35.98799843,0.460619986,33.56600106,4,1039,2
26302,United States,1,52.88100123,0.261059999,32.07199872,1,321,1
26303,United States,1,31.7410005,0.36311999,39.36600089,4,899,2
26304,United States,1,50.39500168,0.233520001,32.17400014,1,3265,1
26305,United States,1,53.93800281,0.240600005,36.85699999,1,533,1
26401,United States,1,,,22.54000008,,,
26402,United States,1,,,26.65199935,,,
26403,United States,1,,,29.70600128,,,
26404,United States,1,56.79399887,0.179010004,31.01100028,1,450,1
26405,United States,1,,,26.24500096,,,
26406,United States,1,36.07200259,0.300689995,33.0249995,4,600,2
26407,United States,1,,,26.28900111,,,
26408,United States,1,44.09199798,0.280470014,31.82300031,2,658,1
26409,United States,1,51.69100012,0.214019999,25.99399984,1,590,1
26410,United States,1,60.19999902,0.152769998,31.15400076,1,1346,1
26411,United States,1,47.5210017,0.324339986,29.63199914,1,1127,1
26412,United States,1,56.61900084,0.192269996,32.06500113,1,1316,1
26501,United States,1,48.46599837,0.211610004,31.68199956,1,1600,1
26502,United States,1,46.63200051,0.306919992,32.3210001,1,681,1
26503,United States,1,42.66200244,0.26888001,38.7349993,3,7866,1
26504,United States,1,48.60300171,0.247979999,33.03099871,1,1962,1
26601,United States,1,49.57799932,0.260149986,30.95400035,1,915,1
26602,United States,1,39.46099734,0.367449999,29.21600044,2,954,2
26603,United States,1,24.72799832,0.346260011,45.64999938,4,396,2
26604,United States,1,42.37199885,0.375050008,27.14999914,2,344,2
26605,United States,1,49.92099823,0.1919,36.58199906,1,2298,1
26701,United States,1,35.91800117,0.357789993,39.49500024,4,4536,2
26702,United States,1,51.37100409,0.21514,33.69500041,1,1468,1
26703,United States,1,48.88899937,0.239219993,33.58500004,1,1345,1
26704,United States,1,43.8990005,0.276389986,33.30999911,2,4628,1
26801,United States,1,43.07400009,0.294930011,36.47899926,3,7825,1
26802,United States,1,53.90599817,0.236959994,26.80299878,1,688,1
26803,United States,1,50.59300156,0.236179993,32.88899958,1,1652,1
26804,United States,1,,,40.30799866,,,
26901,United States,1,45.76899907,0.280699998,33.4769994,1,5214,1
26902,United States,1,45.53300324,0.256779999,30.84500134,1,3501,1
27001,United States,1,52.78300169,0.186470002,29.64200079,1,799,1
27002,United States,1,53.13599826,0.188299999,36.15399897,1,519,1
27003,United States,1,50.66000375,0.233040005,29.14099991,1,275,1
27004,United States,1,45.2160019,0.283459991,34.58899856,2,546,1
27005,United States,1,52.58700173,0.201399997,30.92199862,1,2166,1
27006,United States,1,45.08000019,0.287600011,39.55500126,2,1264,1
27007,United States,1,45.07999957,0.281690001,32.90799856,2,872,1
27008,United States,1,42.8779974,0.328289986,33.99699926,2,947,1
27009,United States,1,29.22900149,0.468910009,37.42299974,4,541,2
27010,United States,1,,,26.71000063,,,
27011,United States,1,36.87700164,0.391759992,34.40000117,3,956,2
27012,United States,1,,,30.04600108,,,
27101,United States,1,44.79100001,0.285189986,31.29200041,2,3977,1
27102,United States,1,48.89100003,0.254750013,33.07499886,1,2448,1
27201,United States,1,52.25099735,0.241689995,33.03599954,1,2941,1
27202,United States,1,47.4929986,0.273869991,27.07299888,1,2562,1
27301,United States,1,47.23599854,0.265920013,36.99899912,1,2713,1
27302,United States,1,44.65899882,0.29429999,29.37699854,2,2357,1
27401,United States,1,47.20899886,0.30351001,31.76099956,1,2308,1
27402,United States,1,41.77500147,0.315970004,33.00000131,2,4236,1
27501,United States,1,36.6009993,0.348259985,39.07099962,3,21219,2
27502,United States,1,40.65299886,0.313849986,32.41100013,2,1450,1
27503,United States,1,45.46400046,0.308470011,31.53699934,2,1480,1
27504,United States,1,48.41199929,0.283039987,29.8729986,1,2239,1
27601,United States,1,37.87099883,0.31231001,38.94999921,2,6991,2
27602,United States,1,26.87300241,0.334190011,31.71499968,4,408,2
27603,United States,1,36.07699731,0.401169986,29.60399985,4,276,2
27604,United States,1,,,30.86700141,,,
27605,United States,1,17.79300067,0.355150014,38.11399937,4,491,2
27701,United States,1,42.6269992,0.282180011,34.64300036,2,3023,1
27702,United States,1,39.10099962,0.279170007,36.57700121,2,3944,2
27703,United States,1,44.26100042,0.264780015,32.43199885,1,951,1
27704,United States,1,24.78900018,0.400920004,33.36899877,4,1113,2
27801,United States,1,45.79500017,0.257620007,33.13199878,1,2738,1
27802,United States,1,50.19299866,0.221129999,27.88499892,1,3023,1
27901,United States,1,44.74200052,0.269609988,37.46899962,2,1707,1
27902,United States,1,47.73499852,0.284990013,30.36000133,1,1197,1
27903,United States,1,43.05999979,0.288329989,35.46099961,2,3384,1
28001,United States,1,40.96999875,0.30419001,38.1190002,2,8192,1
28002,United States,1,35.32899931,0.44701001,31.48399889,4,1139,2
28101,United States,1,37.20000258,0.330159992,37.55199909,3,11072,2
28102,United States,1,45.83000115,0.271439999,28.72399986,1,1658,1
28201,United States,1,43.49899831,0.300850004,30.58600128,2,2035,1
28202,United States,1,34.1370002,0.358940005,43.17600131,3,32266,2
28301,United States,1,45.26599932,0.263000011,39.90400136,2,1679,1
28302,United States,1,46.74499822,0.271589994,32.64800012,1,796,1
28303,United States,1,,,27.81600058,,,
28304,United States,1,47.29199967,0.201959997,34.70099866,1,389,1
28305,United States,1,49.06699908,0.257809997,29.95199859,1,617,1
28306,United States,1,41.37199986,0.276780009,32.34600127,2,1620,1
28401,United States,1,34.86199838,0.27759999,40.4399991,3,21823,2
28402,United States,1,,,40.25500119,,,
28501,United States,1,,,30.51199913,,,
28502,United States,1,32.34199944,0.34386,44.2140013,4,7107,2
28503,United States,1,37.59399936,0.288780004,37.18700111,2,847,2
28504,United States,1,50.360001,0.21886,35.41800082,1,523,1
28601,United States,1,46.87600198,0.317339987,27.36699879,1,309,1
28602,United States,1,45.42900085,0.236660004,28.52300107,1,257,1
28603,United States,1,44.76299787,0.346729994,33.07099938,2,467,1
28604,United States,1,51.72499971,0.187270001,28.61900032,1,802,1
28605,United States,1,44.45500144,0.251289994,35.31900048,1,379,1
28606,United States,1,,,24.48900044,,,
28607,United States,1,45.58300048,0.274439991,33.87700021,1,928,1
28608,United States,1,47.28699858,0.221530005,37.86099851,1,2280,1
28609,United States,1,44.61199972,0.270689994,30.43600023,1,2151,1
28701,United States,1,42.98399888,0.204339996,32.63700008,2,554,1
28702,United States,1,42.85899927,0.183740005,52.82899737,3,3662,1
28703,United States,1,35.05899885,0.305500001,36.14000082,3,423,2
28704,United States,1,43.87699986,0.211730003,45.72600126,1,1045,1
28800,United States,1,38.42700291,0.269659996,39.75499868,3,16004,1
28900,United States,1,34.86199847,0.293660015,44.09399927,3,80257,2
29001,United States,1,45.30700281,0.271100014,31.08400106,1,871,1
29002,United States,1,,,21.12600058,,,
29003,United States,1,39.78999904,0.308479995,37.28699982,2,1732,1
29004,United States,1,43.29600194,0.289530009,28.76499891,2,2108,1
29005,United States,1,37.6040023,0.312359989,35.20700037,2,3343,2
29006,United States,1,46.66700083,0.260219991,32.73299932,1,1588,1
29007,United States,1,41.77700147,0.335909992,28.0099988,2,409,1
29008,United States,1,43.06400293,0.389010012,28.60800028,2,291,1
29101,United States,1,45.43999946,0.294510007,32.87500143,1,833,1
29102,United States,1,54.42300028,0.202910006,41.89400077,1,553,1
29103,United States,1,48.73000038,0.270630002,30.85600138,1,522,1
29104,United States,1,35.29200038,0.342590004,37.47699857,3,2538,2
29201,United States,1,49.47100097,0.284979999,31.68199956,1,1029,1
29202,United States,1,52.42999969,0.206980005,34.58999991,1,846,1
29203,United States,1,35.22700095,0.349889994,32.40300119,2,5252,2
29204,United States,1,33.74300185,0.339300007,36.98099852,3,12135,2
29301,United States,1,33.13900065,0.330929995,37.35199869,3,21826,2
29302,United States,1,40.92900035,0.286309987,27.86499858,2,3406,1
29303,United States,1,37.41900179,0.307559997,36.18699908,2,2202,2
29401,United States,1,36.46099764,0.33713001,30.18499911,2,2237,2
29402,United States,1,37.76100016,0.334969997,31.32399917,2,1961,2
29403,United States,1,34.88200191,0.34709999,38.70300055,2,6196,2
29501,United States,1,34.29300073,0.327100009,29.64400053,3,3390,2
29502,United States,1,30.95099753,0.364939988,43.74899864,3,67521,2
29503,United States,1,34.58699828,0.350279987,36.63699925,4,6284,2
29504,United States,1,34.88900062,0.334250003,36.97200119,2,3230,2
29505,United States,1,42.19900051,0.334910005,31.24800026,2,1292,1
29506,United States,1,40.2360009,0.328559995,29.49100137,2,722,1
29601,United States,1,34.38900179,0.335979998,38.9959991,3,10737,2
29602,United States,1,33.69899932,0.345270008,40.12300074,4,2656,2
29700,United States,1,34.06000179,0.315259993,46.3169992,2,16009,2
29800,United States,1,34.7989991,0.311459988,38.44099939,2,4732,2
29901,United States,1,34.68300068,0.334710002,42.77999997,2,10466,2
29902,United States,1,35.26000267,0.356079996,34.2200011,2,2219,2
30000,United States,1,34.71499816,0.31821999,44.40299869,2,5350,2
30100,United States,1,34.39199853,0.329869986,44.13900077,2,12838,2
30200,United States,1,32.06700122,0.358060002,47.58099914,4,6177,2
30300,United States,1,35.09300056,0.318049997,54.51099873,3,12872,2
30401,United States,1,38.27499869,0.302159995,40.79400003,2,2782,2
30402,United States,1,33.10400003,0.341250002,49.33800101,3,36434,2
30403,United States,1,33.7729989,0.331360012,39.21299875,4,2061,2
30501,United States,1,46.73300043,0.260809988,36.03900075,1,1265,1
30502,United States,1,42.03999823,0.318949997,37.21100092,2,4451,1
30601,United States,1,38.24600025,0.219860002,53.42800021,2,35086,1
30602,United States,1,35.56999883,0.26534,37.97299862,2,2912,2
30603,United States,1,34.32399866,0.26087001,34.70500112,2,350,2
30604,United States,1,34.19299966,0.292710006,38.13099861,2,2562,2
30605,United States,1,,,44.11500096,,,
30701,United States,1,35.96900117,0.318379998,45.24300098,2,5366,2
