census.subdivision,census.division,province.name,province,CSD1986_ID,number.children,number.children.weighted,rank.slope,rank.slope.se,rank.intercept,rank.intercept.se,rank.rsquared,interquartile.income.range,parent.gini,share.between.p25p75,parent.mean.income,child.mean.income,parent.income.p25,child.income.p25,parent.median.income,child.median.income,parent.income.p75,child.income.p75,parent.income.p90,child.income.p90,parent.income.p99,child.income.p99,parent.percent.filing.french,child.percent.filing.french,parent.percent.notmarried,lim.intercept,lim.intercept.se,lim.slope,lim.slope.se,beta.intercept,beta.intercept.se,beta.slope,beta.slope.se
806,1,BC,59,5901806,47,85,0.393,0.113,28.9,7.27,0.127,26926,0.261,0.57,47673,50620,32192,33222,37964,47899,59118,68846,83490,76036,123941,151187,0,0,0.255,0.388,0.099,-0.004,0.002,7.3,1.39,0.314,0.13
807,1,BC,59,5901807,7,11,0.896,0.356,-1.1,19.4,0.422,25753,0.301,0.698,39677,41903,21780,10658,33165,43009,47533,56187,94957,94095,94957,94095,0,0,0.286,0.955,0.324,-0.008,0.006,-2.4,5.941,1.209,0.568
4,3,BC,59,5903004,297,619,0.219,0.04,35,2.16,0.046,30548,0.355,0.476,35628,47982,18185,22039,32289,41039,48732,60619,65815,80867,103849,172760,0.007,0,0.232,0.391,0.033,-0.003,0.001,8.8,0.432,0.159,0.042
8,3,BC,59,5903008,353,775,0.196,0.036,37.9,1.81,0.036,25881,0.358,0.529,32736,45735,16794,24794,30141,41620,42675,58288,58182,84112,101377,160863,0,0.003,0.19,0.271,0.028,-0.001,0.001,9.1,0.294,0.135,0.029
11,3,BC,59,5903011,140,301,0.133,0.055,40.1,2.98,0.019,30007,0.35,0.5,35496,43759,17153,23661,35617,41463,47160,60954,64808,71150,93731,105535,0,0,0.2,0.283,0.044,-0.002,0.001,8.1,0.483,0.236,0.047
15,3,BC,59,5903015,670,998,0.205,0.032,37.7,2.08,0.039,27205,0.299,0.527,45910,51871,30278,29589,44028,44081,57483,63714,78205,83064,133054,222519,0.003,0,0.248,0.288,0.03,-0.002,0,8.5,0.309,0.195,0.029
19,3,BC,59,5903019,8,16,0.293,0.166,33.4,9.16,0.179,16967,0.298,0.586,40086,43715,21688,40084,34533,48927,38655,54461,84656,57339,91185,58738,0,0,0,0.124,0.174,0,0.003,8.2,1.865,0.23,0.178
23,3,BC,59,5903023,66,141,0.022,0.081,40.8,4.16,0.001,23732,0.375,0.556,35101,41390,19319,24358,31660,40818,43051,53760,75210,67422,122137,139268,0,0,0.258,0.235,0.065,0,0.001,11.2,0.676,-0.077,0.066
27,3,BC,59,5903027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,3,BC,59,5903032,52,104,0.425,0.106,21.5,6.04,0.135,13865,0.283,0.643,39465,50219,28601,19965,37012,40096,42466,59671,70236,78603,107389,403291,0,0,0.25,0.359,0.09,-0.003,0.002,7.6,0.939,0.275,0.09
37,3,BC,59,5903037,604,1137,0.223,0.028,38.4,1.67,0.052,29668,0.332,0.505,40793,51660,23310,29174,37526,45751,52978,62590,73136,86739,107580,222610,0.005,0.002,0.19,0.386,0.024,-0.004,0,8.5,0.26,0.206,0.025
45,3,BC,59,5903045,732,1043,0.202,0.033,37.4,2.3,0.035,33048,0.296,0.417,52839,52797,32980,28050,50059,46804,66028,65268,87242,86042,157757,211620,0,0.001,0.182,0.245,0.032,-0.001,0,9.2,0.338,0.134,0.032
50,3,BC,59,5903050,113,214,0.025,0.061,42.3,3.6,0.001,25960,0.373,0.562,42791,43353,26190,26584,37324,38626,52150,53431,72352,70918,235158,102804,0,0,0.23,0.304,0.059,-0.002,0.001,10.2,0.445,0.028,0.043
54,3,BC,59,5903054,452,774,0.12,0.033,40.5,2,0.017,29312,0.327,0.508,42573,45333,27193,28461,38735,42539,56505,58261,78120,76260,112575,124770,0,0,0.195,0.31,0.031,-0.002,0.001,9.6,0.33,0.086,0.032
807,3,BC,59,5903807,6,11,-0.021,0.485,48.5,31.38,0,20065,0.194,0.364,44890,52054,36530,23741,37172,36459,56595,66153,67188,132787,67188,132787,0,0,0.167,-0.073,0.452,0.007,0.007,14.2,7.095,-0.342,0.666
5,5,BC,59,5905005,198,353,0.213,0.05,39.6,3.24,0.05,32454,0.309,0.506,47519,50607,29172,32829,43843,47326,61627,61533,82020,86549,125522,139731,0.005,0,0.222,0.188,0.046,-0.001,0.001,8.5,0.477,0.207,0.045
9,5,BC,59,5905009,164,266,0.319,0.069,30.7,4.87,0.075,29369,0.243,0.51,52177,52105,37619,30811,49535,46476,66989,63112,80923,91484,108291,166132,0,0,0.195,0.297,0.061,-0.003,0.001,8.7,0.59,0.183,0.055
14,5,BC,59,5905014,662,966,0.241,0.035,42.3,2.5,0.048,28836,0.277,0.418,54993,59869,38256,37330,50978,55019,67091,74757,88869,96108,168023,230367,0.003,0.005,0.21,0.29,0.03,-0.002,0,8.3,0.362,0.234,0.034
18,5,BC,59,5905018,187,252,0.144,0.095,48,7.31,0.009,22448,0.222,0.384,61243,58084,46231,39065,56849,55333,68679,75139,93099,91945,134384,158636,0,0,0.214,0.159,0.089,0,0.001,8.9,1.229,0.175,0.112
23,5,BC,59,5905023,217,356,0.221,0.055,40.6,3.82,0.044,30513,0.282,0.405,51776,55231,35167,32841,50880,50578,65680,70174,84350,90107,124412,176509,0,0.005,0.207,0.236,0.051,-0.001,0.001,8.5,0.54,0.209,0.051
28,5,BC,59,5905028,140,226,0.206,0.083,40.7,5.98,0.027,33072,0.24,0.476,55934,54447,36654,33898,51840,51683,69726,68490,93268,88103,117071,183144,0,0.007,0.2,0.151,0.069,-0.001,0.001,7.7,0.993,0.276,0.092
32,5,BC,59,5905032,273,559,0.22,0.037,33.2,2.08,0.061,30775,0.362,0.487,38472,43222,20552,25086,35422,41002,51326,55446,70307,68801,139619,141290,0.007,0.004,0.271,0.308,0.035,-0.002,0.001,9,0.313,0.138,0.03
37,5,BC,59,5905037,53,96,0.181,0.077,35.3,5.24,0.055,51952,0.394,0.419,53288,45758,28667,29461,38101,41471,80619,56784,113244,76686,143216,170601,0,0,0.245,0.119,0.081,0.001,0.001,9.6,0.634,0.087,0.06
42,5,BC,59,5905042,68,124,0.128,0.084,48,5.33,0.019,33698,0.332,0.476,45428,55614,26159,39198,39145,50774,59857,66357,84342,91117,121923,346730,0,0,0.176,0.239,0.074,-0.001,0.001,9.3,0.932,0.127,0.089
48,5,BC,59,5905048,234,462,0.088,0.046,39.7,2.4,0.008,27362,0.361,0.512,35427,42517,17656,24663,32808,39558,45018,55817,60136,78320,147939,110331,0.009,0,0.192,0.313,0.037,-0.002,0.001,9,0.403,0.141,0.039
5,7,BC,59,5907005,183,420,0.137,0.047,34.1,2.41,0.019,23977,0.366,0.53,34043,50755,19345,20979,29638,36007,43323,50792,62100,68693,106274,713284,0,0,0.197,0.338,0.043,0,0.001,8.5,0.483,0.184,0.047
9,7,BC,59,5907009,71,169,0.236,0.08,32.4,3.2,0.049,23679,0.408,0.396,23979,40008,9467,20593,21040,36037,33146,52484,49746,70897,79275,148619,0,0,0.31,0.342,0.054,-0.002,0.001,9.2,0.583,0.123,0.06
14,7,BC,59,5907014,157,362,0.298,0.05,36.8,2.47,0.091,26276,0.359,0.507,32947,57150,17502,28999,28432,44709,43778,63222,60766,78114,108164,750796,0,0,0.21,0.408,0.037,-0.005,0.001,8,0.536,0.255,0.053
20,7,BC,59,5907020,530,1145,0.161,0.03,38.3,1.46,0.025,26050,0.369,0.498,31871,46891,16964,24182,28471,40732,43013,57061,61622,82194,108998,219683,0.002,0,0.187,0.333,0.022,-0.002,0,9,0.235,0.15,0.023
24,7,BC,59,5907024,193,346,0.176,0.054,37.9,3.39,0.03,23222,0.294,0.529,44020,46104,32549,27908,41570,44266,55770,60879,71360,76004,116977,128831,0,0,0.218,0.163,0.046,0,0.001,9.8,0.436,0.067,0.042
30,7,BC,59,5907030,139,267,0.265,0.055,31.7,3.08,0.082,37517,0.396,0.391,37427,46456,16644,22544,34428,39419,54161,56587,73261,83644,136385,245166,0,0.007,0.237,0.466,0.051,-0.003,0.001,8.9,0.47,0.157,0.046
35,7,BC,59,5907035,535,1074,0.154,0.032,40.9,1.91,0.021,28830,0.316,0.529,41399,58851,24753,26086,38620,43146,53583,64947,70894,87848,122847,185333,0,0.002,0.258,0.295,0.026,-0.002,0,9.3,0.312,0.121,0.03
41,7,BC,59,5907041,1659,2350,0.201,0.021,37.5,1.27,0.037,27838,0.349,0.542,43420,51562,25417,25733,39162,43587,53255,62953,71833,89813,157395,237294,0.002,0.002,0.259,0.319,0.018,-0.002,0,8.4,0.192,0.209,0.018
45,7,BC,59,5907045,362,680,0.09,0.04,43.4,2.28,0.007,26009,0.321,0.59,39007,51381,23883,27077,36581,43774,49893,60645,70225,86296,114040,307598,0.003,0.003,0.227,0.246,0.033,-0.001,0.001,9.6,0.417,0.096,0.04
801,7,BC,59,5907801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,7,BC,59,5907802,15,33,0.269,0.182,28.2,7.87,0.065,16572,0.284,0.609,28968,36640,18742,25696,30079,37125,35314,56523,40871,61981,74436,63951,0,0,0.2,0.316,0.153,-0.002,0.004,4.1,1.274,0.62,0.126
803,7,BC,59,5907803,57,84,0.38,0.113,32.7,6.42,0.121,33554,0.366,0.491,38688,52634,23099,22165,34507,51148,56653,75584,70581,102815,120330,165700,0,0.018,0.211,0.371,0.087,-0.003,0.002,4.8,1.068,0.555,0.104
805,7,BC,59,5907805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,7,BC,59,5907806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,7,BC,59,5907808,20,48,-0.101,0.161,59.7,7.43,0.008,23423,0.358,0.58,29225,59981,15700,36167,27811,42370,39122,67699,43946,103411,82384,169906,0,0,0.1,0.026,0.049,0,0.001,11.3,1.11,-0.061,0.112
809,7,BC,59,5907809,8,19,0.214,0.217,44.2,6.51,0.052,20734,0.525,0.276,15894,46797,2360,31087,18244,37074,23094,62455,35476,65214,49966,100676,0,0,0.375,0,0,0,0,9.5,0.429,0.131,0.048
6,9,BC,59,5909006,171,337,0.163,0.049,38.5,2.72,0.032,30445,0.374,0.492,37424,44119,19074,28719,33977,42862,49519,59746,70974,72597,115448,111685,0,0,0.222,0.265,0.043,-0.001,0.001,8.6,0.481,0.178,0.047
12,9,BC,59,5909012,145,307,0.076,0.049,37.7,2.77,0.008,36448,0.442,0.427,40803,40170,14910,19213,36418,39338,51358,52290,68958,69394,133663,114376,0,0,0.221,0.349,0.045,-0.002,0.001,8.8,0.498,0.151,0.049
20,9,BC,59,5909020,3110,4629,0.121,0.014,40.2,0.84,0.015,29100,0.338,0.53,41191,47731,23621,26277,37528,42924,52721,58411,71274,79487,134937,186485,0.002,0.005,0.226,0.285,0.013,-0.001,0,9.3,0.139,0.116,0.013
27,9,BC,59,5909027,16,39,-0.094,0.139,32.4,5.66,0.012,26647,0.482,0.273,22308,30981,4270,5604,15564,35665,30917,36781,53883,53217,67723,133372,0,0,0.5,0.351,0.115,0.001,0.003,10.6,1.551,-0.07,0.162
32,9,BC,59,5909032,137,276,0.264,0.057,29.9,3.11,0.073,29449,0.381,0.523,36183,41979,17652,19916,32337,39081,47101,57622,65795,74869,130541,146179,0,0.007,0.241,0.538,0.049,-0.005,0.001,7,0.467,0.325,0.046
38,9,BC,59,5909038,44,95,0.16,0.087,34.6,4.36,0.035,27564,0.489,0.399,34800,40359,12178,18535,26837,39380,39742,53965,80093,63012,240835,165899,0,0.023,0.341,0.471,0.079,-0.003,0.002,9.4,0.653,0.096,0.065
50,9,BC,59,5909050,10,34,0.328,0.224,14.6,3.63,0.062,8389,0.423,0.155,10488,20539,3349,11935,7303,17226,11738,30003,27677,44281,27677,44281,0,0,0.6,0.628,0.132,-0.001,0.008,7.6,1.261,0.24,0.141
804,9,BC,59,5909804,12,25,0.271,0.184,49.3,10.85,0.085,33783,0.289,0.245,38375,65421,20556,42702,43889,57155,54339,94178,62322,100424,68575,146300,0,0,0.083,0,0,0,0,9.4,1.845,0.145,0.177
806,9,BC,59,5909806,52,96,-0.031,0.092,54.6,5.71,0.001,21327,0.305,0.545,43541,50554,33012,36104,38455,47693,54339,64002,80438,81718,122422,115470,0,0,0.385,0.156,0.099,0.001,0.002,11.6,0.79,-0.082,0.075
807,9,BC,59,5909807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,9,BC,59,5909812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,9,BC,59,5909815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,9,BC,59,5909816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,9,BC,59,5909817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,9,BC,59,5909819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,9,BC,59,5909820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,9,BC,59,5909822,14,20,-0.13,0.2,66.5,13.84,0.023,22666,0.257,0.541,53127,52470,34282,42496,50882,53302,56947,60852,77163,65352,154918,87602,0.071,0,0.286,0,0,0,0,13.1,2.352,-0.211,0.218
824,9,BC,59,5909824,34,48,0.247,0.167,24.2,8.95,0.045,26280,0.299,0.518,35942,41577,20300,9901,34776,37129,46580,49584,56429,72942,131769,299696,0,0,0.265,0.625,0.151,-0.004,0.003,7.2,2.773,0.275,0.269
826,9,BC,59,5909826,10,14,-0.107,0.156,20.5,6.36,0.039,18546,0.329,0.515,26064,19187,17402,12505,25203,17830,35948,22220,38411,43685,61592,43685,0,0,0.4,0.164,0.249,0.006,0.006,12.2,1.952,-0.256,0.197
827,9,BC,59,5909827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,9,BC,59,5909828,11,16,0.199,0.26,38.9,15.34,0.041,36116,0.357,0.393,41563,56309,21410,31359,31695,45104,57526,53565,59526,186599,134065,186599,0,0,0.182,0.553,0.227,-0.005,0.004,9.1,3.684,0.137,0.354
830,9,BC,59,5909830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,9,BC,59,5909831,11,18,0.488,0.124,26,6.63,0.492,38777,0.337,0.6,32415,43278,5697,44367,39417,45487,44474,54543,54505,57845,72240,60124,0,0.091,0.091,0.391,0.176,-0.004,0.003,5.5,0.777,0.509,0.078
832,9,BC,59,5909832,10,18,-0.121,0.358,63.5,19.57,0.007,10957,0.191,0.871,40116,57139,28859,29410,35197,50103,39816,62863,61723,119553,103060,119553,0,0,0.1,0.023,0.288,0.003,0.005,12.4,3.791,-0.147,0.36
833,9,BC,59,5909833,10,20,0.102,0.154,24.7,7.18,0.024,36438,0.477,0.229,25571,27491,6287,15223,20834,31543,42725,47738,56714,47738,60706,54465,0.1,0.1,0.2,0.454,0.174,0.001,0.004,3.2,1.391,0.687,0.146
835,9,BC,59,5909835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,9,BC,59,5909837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,9,BC,59,5909839,11,19,0.114,0.28,55.7,17.74,0.01,27918,0.243,0.419,43459,58688,26546,50729,46897,65962,54464,84138,74488,92410,74488,96208,0,0.091,0.182,-0.06,0.164,0.003,0.003,7.5,3.726,0.312,0.352
841,9,BC,59,5909841,10,26,0.077,0.184,35,7.62,0.007,32812,0.556,0.31,24694,34862,4640,12373,12347,41192,37452,54453,51876,57648,129038,77048,0,0.1,0.2,0.099,0.104,0.002,0.003,11.5,2.102,-0.154,0.22
843,9,BC,59,5909843,8,18,-0.855,0.382,81.4,17.66,0.24,23873,0.186,0.749,31007,41187,15426,2258,36518,49499,39299,61571,39299,76303,40493,82192,0,0,0.375,-0.286,0.256,0.016,0.006,21.3,6.142,-1.101,0.6
844,9,BC,59,5909844,23,57,0.123,0.143,35.9,6.74,0.013,27228,0.398,0.435,28521,47665,16136,12741,21925,44299,43364,48714,62822,103303,67224,187770,0,0,0.217,0.438,0.108,-0.001,0.002,6.3,1.284,0.401,0.13
845,9,BC,59,5909845,8,28,-0.068,0.057,11.4,1.91,0.052,26029,0.592,0.284,15736,12505,1612,2564,3825,16792,27641,21719,44144,22871,56259,22871,0,0,0.375,0.629,0.12,-0.006,0.004,8.6,1.448,0.034,0.163
12,11,BC,59,5911012,1109,1503,0.168,0.024,37.9,1.52,0.031,33136,0.341,0.477,45026,48568,25208,27086,41569,43053,58344,59948,76011,81708,141393,202737,0,0.002,0.234,0.255,0.023,-0.001,0,9.2,0.243,0.13,0.023
14,11,BC,59,5911014,3779,5678,0.151,0.012,38.9,0.71,0.026,31082,0.38,0.494,40229,48417,20511,26258,35331,41722,51593,59146,73386,80519,139019,186464,0.001,0.002,0.226,0.268,0.011,-0.001,0,9.2,0.111,0.124,0.011
19,11,BC,59,5911019,4036,6037,0.145,0.013,40.5,0.78,0.021,29628,0.359,0.511,44640,49979,25138,26785,38958,44807,54766,61771,76128,82622,148308,202737,0.002,0.002,0.229,0.269,0.011,-0.001,0,9.2,0.132,0.129,0.013
25,11,BC,59,5911025,1196,1551,0.168,0.025,39.1,1.53,0.028,32238,0.338,0.499,43143,48810,25200,25303,39686,43887,57438,62639,77600,83230,137086,175572,0.001,0,0.317,0.273,0.022,-0.001,0,8.8,0.251,0.166,0.024
801,11,BC,59,5911801,12,16,0.004,0.207,66,10.64,0,30564,0.458,0.399,33710,71854,10054,42944,23333,61762,40618,101399,84021,126674,105295,165698,0,0,0.333,0.129,0.106,-0.001,0.002,11.3,1.55,-0.022,0.154
802,11,BC,59,5911802,23,36,0.212,0.189,33.5,12.67,0.036,37929,0.266,0.487,48418,45828,29333,27557,45116,41372,67262,63867,80531,74582,97001,117361,0,0,0.087,0.584,0.19,-0.005,0.003,7.6,2.637,0.264,0.247
805,11,BC,59,5911805,37,68,0.208,0.121,26.6,6.98,0.043,28722,0.372,0.58,43184,39084,21494,17596,36885,32440,50216,46947,72797,76724,189422,130145,0,0,0.189,0.583,0.115,-0.005,0.002,8.3,1.732,0.188,0.166
5,13,BC,59,5913005,1407,2046,0.165,0.021,36.8,1.22,0.029,27518,0.366,0.539,40534,46881,23130,24127,37212,41865,50648,58361,69280,77260,137492,164740,0.001,0.001,0.259,0.336,0.019,-0.002,0,9.1,0.189,0.129,0.018
11,13,BC,59,5913011,2619,3587,0.086,0.017,42.7,1.06,0.007,29602,0.328,0.495,46280,50215,28847,26614,43144,44104,58449,60611,79737,81619,151432,193090,0.002,0,0.26,0.229,0.016,0,0,9.4,0.165,0.105,0.016
18,13,BC,59,5913018,596,932,0.156,0.034,39.8,2.18,0.022,28798,0.31,0.534,47056,48320,29678,27487,42237,43694,58476,62596,74785,81001,138913,153750,0.002,0,0.248,0.313,0.032,-0.002,0.001,8.8,0.361,0.169,0.034
24,13,BC,59,5913024,125,196,0.026,0.076,43,4.3,0.001,21871,0.302,0.582,39276,43469,23982,24971,36152,43387,45853,57966,72921,67796,106802,247366,0,0,0.224,0.389,0.069,-0.003,0.001,9.9,0.981,0.043,0.094
801,13,BC,59,5913801,56,75,0.064,0.119,49.3,7.96,0.004,33591,0.318,0.504,50869,58796,31325,32198,42612,51425,64916,63714,80987,82365,146629,369921,0,0,0.179,-0.011,0.09,0.002,0.001,10.6,1.337,0.01,0.125
802,13,BC,59,5913802,80,133,0.285,0.081,28.3,4.82,0.087,26540,0.295,0.537,41249,41443,27922,23891,37252,42921,54462,55675,75925,63207,93068,123947,0,0,0.188,0.373,0.076,-0.003,0.001,5.2,1.239,0.493,0.118
803,13,BC,59,5913803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,13,BC,59,5913804,7,14,-0.41,0.31,55.3,13.63,0.124,21573,0.278,0.436,28641,39064,15102,15883,27333,30657,36675,48763,53282,83394,53282,83394,0,0,0.286,-0.336,0.147,0.015,0.003,13,3.011,-0.258,0.297
805,13,BC,59,5913805,7,19,1.091,0.308,14.4,11.38,0.428,29922,0.271,0.697,24191,44723,5413,16458,30875,52112,35335,68130,35335,68130,35335,68130,0,0,0.143,0.723,0.185,-0.014,0.005,0,2.823,1.037,0.286
806,13,BC,59,5913806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,13,BC,59,5913807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,15,BC,59,5915004,12839,16874,0.132,0.007,41.1,0.46,0.018,30627,0.355,0.489,44675,49468,25673,27078,40622,44411,56300,61910,77984,82071,154719,196113,0.002,0.002,0.281,0.261,0.007,-0.001,0,9.5,0.071,0.103,0.007
7,15,BC,59,5915007,675,913,0.104,0.034,44.6,2.24,0.01,35559,0.342,0.438,50134,52522,29030,27149,45669,47032,64589,68162,91548,89518,165163,198279,0.001,0.001,0.301,0.205,0.029,0,0,9.1,0.337,0.143,0.032
11,15,BC,59,5915011,8361,10862,0.158,0.011,43.2,0.75,0.02,29544,0.311,0.464,55010,56236,35789,31091,48631,49620,65333,68978,91795,95347,195555,234870,0.003,0.002,0.22,0.246,0.01,-0.001,0,9.2,0.115,0.132,0.011
15,15,BC,59,5915015,8820,12603,0.101,0.009,47,0.62,0.009,29640,0.324,0.478,49133,57245,30917,30629,45174,49116,60557,68157,81635,95729,155495,250958,0.002,0.002,0.246,0.2,0.008,-0.001,0,9.7,0.094,0.093,0.009
18,15,BC,59,5915018,103,163,-0.043,0.082,68.1,6.73,0.002,70874,0.482,0.159,109132,123029,49291,37214,73229,66087,120164,108700,252679,160125,550796,3054003,0,0.01,0.32,-0.022,0.056,0.001,0.001,10.4,0.781,0.062,0.07
22,15,BC,59,5915022,26349,36311,0.194,0.005,42.9,0.32,0.037,33158,0.413,0.472,49146,60754,24918,29609,40526,49297,58076,71321,88920,102148,233620,294648,0.002,0.003,0.26,0.26,0.004,-0.001,0,9,0.047,0.159,0.004
25,15,BC,59,5915025,10345,12699,0.148,0.009,44.5,0.63,0.019,30318,0.327,0.478,50794,59210,31628,31177,45503,49588,61946,69090,84540,96137,170651,265773,0.002,0.002,0.265,0.244,0.008,-0.001,0,9.2,0.093,0.14,0.009
29,15,BC,59,5915029,2023,2699,0.203,0.019,36.5,1.17,0.042,30864,0.369,0.486,46335,50145,26194,25857,41735,44160,57059,62777,78066,83071,192541,205706,0.002,0.001,0.364,0.317,0.017,-0.002,0,8.5,0.176,0.195,0.017
34,15,BC,59,5915034,6081,7584,0.165,0.012,42.9,0.84,0.024,29821,0.311,0.443,53494,57587,34786,31618,48632,49796,64607,68062,89383,91036,178231,249007,0.003,0.003,0.236,0.25,0.011,-0.001,0,9,0.124,0.157,0.012
36,15,BC,59,5915036,27,34,0.656,0.204,8.9,15.06,0.244,25730,0.254,0.35,57431,54842,39947,37042,56755,47422,65677,74671,84951,105125,155206,112503,0,0,0.296,0.953,0.174,-0.011,0.002,3.6,3.189,0.649,0.294
39,15,BC,59,5915039,2794,3496,0.133,0.018,43,1.15,0.016,26146,0.285,0.514,46955,51459,32099,30465,45090,47159,58246,64285,75415,83804,129900,187131,0.003,0.002,0.264,0.272,0.016,-0.002,0,9,0.18,0.153,0.017
43,15,BC,59,5915043,1252,1559,0.078,0.026,46.7,1.78,0.006,28794,0.314,0.454,50430,51951,33291,29532,46506,47448,62085,65592,82595,88451,175639,176256,0.002,0.004,0.313,0.205,0.023,-0.001,0,10.1,0.236,0.047,0.022
46,15,BC,59,5915046,6203,8190,0.108,0.012,48.6,0.93,0.009,36457,0.327,0.345,62960,65927,39445,32228,54903,52262,75902,74362,105578,108380,221219,325827,0.001,0.003,0.221,0.21,0.011,-0.001,0,9.7,0.132,0.1,0.012
51,15,BC,59,5915051,1790,2541,0.119,0.02,43.2,1.25,0.014,31363,0.344,0.467,44208,53304,25220,26129,41865,46474,56583,65839,78501,89436,151216,215473,0.002,0.001,0.382,0.279,0.017,-0.001,0,9.2,0.198,0.128,0.019
55,15,BC,59,5915055,2951,3896,0.14,0.019,49.2,1.57,0.013,63509,0.398,0.228,91453,79542,47371,33451,70455,57303,110879,87567,174190,146116,418552,530294,0.002,0.004,0.204,0.232,0.018,-0.001,0,9.4,0.201,0.132,0.018
63,15,BC,59,5915063,132,187,0.116,0.077,41.1,5.12,0.012,37451,0.341,0.466,51646,48338,29036,24101,47334,42089,66486,65602,88539,87059,196217,170422,0,0,0.303,0.276,0.07,-0.001,0.001,8.8,0.843,0.165,0.079
65,15,BC,59,5915065,34,63,0.079,0.122,54.6,7.87,0.007,40237,0.416,0.248,51120,64240,19493,36456,43224,48478,59729,82388,105110,150269,219939,169369,0.029,0,0.353,0.234,0.087,-0.002,0.001,10.9,1.267,-0.009,0.12
801,15,BC,59,5915801,31,41,-0.129,0.149,64.2,10.23,0.019,27229,0.262,0.513,48998,53432,38334,37411,45138,52186,65563,61992,83711,81293,100131,140899,0,0,0.161,0.142,0.118,-0.001,0.002,11.5,1.21,-0.073,0.114
802,15,BC,59,5915802,16,21,-0.311,0.311,67.4,21.39,0.05,24159,0.191,0.366,47514,48333,36620,14749,49543,52691,60778,64406,64803,69100,71422,212762,0,0,0.25,-0.285,0.269,0.008,0.004,18.5,6.442,-0.771,0.603
803,15,BC,59,5915803,90,146,0.397,0.082,32.4,6.5,0.141,69259,0.452,0.214,91714,69980,37856,28277,79101,62282,107115,96481,158822,130613,318029,228636,0,0.011,0.167,0.572,0.062,-0.006,0.001,6.3,0.791,0.408,0.072
805,15,BC,59,5915805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,15,BC,59,5915806,86,120,0.095,0.091,48.3,6.24,0.009,48979,0.387,0.36,55096,58583,28129,28998,44268,50666,77109,75940,98980,116709,215335,287136,0,0.012,0.326,0.226,0.081,0,0.001,8.6,1.088,0.185,0.102
807,15,BC,59,5915807,22,37,0.177,0.198,27.1,7.37,0.022,23993,0.499,0.359,19963,32623,5574,8755,8777,23299,29567,55655,46854,74447,68264,107867,0,0,0.364,0.577,0.116,-0.005,0.003,7.7,1.506,0.24,0.16
808,15,BC,59,5915808,22,35,0.078,0.148,22.5,9.01,0.009,52243,0.388,0.366,40256,26940,11644,8544,37100,15132,63887,43178,86798,62066,92282,93202,0.045,0,0.364,0.379,0.157,0,0.003,5.3,1.345,0.432,0.132
809,15,BC,59,5915809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,15,BC,59,5915810,43,67,0.099,0.136,43.2,8.62,0.008,30111,0.343,0.507,47280,63853,28515,19176,41588,46751,58626,60332,94949,96294,147839,667784,0,0,0.233,0.299,0.12,-0.001,0.002,7.4,1.631,0.304,0.154
5,17,BC,59,5917005,400,570,0.236,0.046,35.4,3.28,0.044,34805,0.378,0.469,63558,53465,36389,30318,49627,46962,71194,65931,107261,92402,225997,210560,0.005,0,0.16,0.347,0.045,-0.002,0.001,8.1,0.502,0.23,0.046
10,17,BC,59,5917010,546,840,0.275,0.034,33.7,2.03,0.073,25389,0.311,0.553,42165,47395,27202,28173,39966,44492,52591,60874,67900,78359,123015,132496,0,0.002,0.295,0.363,0.032,-0.003,0.001,8,0.319,0.243,0.031
15,17,BC,59,5917015,617,1090,0.091,0.029,44,1.89,0.009,29762,0.334,0.486,47724,47407,28853,29557,42859,46364,58615,61310,85189,79991,140993,134526,0.002,0,0.219,0.258,0.028,-0.001,0,9,0.313,0.143,0.03
21,17,BC,59,5917021,7265,10615,0.158,0.01,41.7,0.7,0.022,29052,0.302,0.492,51009,54179,33242,30172,46079,47607,62294,64988,84480,87847,154817,213088,0.002,0.002,0.245,0.243,0.01,-0.001,0,9.1,0.112,0.148,0.01
